student_id,gender,age,study_hours_per_week,attendance_percentage,assignment_score,internal_marks,previous_gpa,extracurricular_activities,parental_education,final_score,performance_category
54,Female,21,25.30301727432339,66.08417132889092,93.87350233272409,58.75272142895571,3.2615408403452415,1,Bachelor,73.23590753441319,Average
55,Male,18,8.202039308921421,77.61293673473396,86.93615753632832,90.44974366177243,2.9112990988797547,1,High School,76.2486244621089,Good
56,Female,22,35.71113019206331,84.61192100279209,50.687277700567265,62.36247955477097,2.964034679553865,1,Master,73.46263492568403,Average
57,Female,24,14.296001490604713,63.338563399575335,62.41881301849001,47.88048022864526,3.515553120750316,0,PhD,53.42255493763098,Poor
58,Male,22,9.533022244898145,95.29665473629355,60.720324149658225,79.30953584261198,2.5638367111945035,1,High School,62.00690991211901,Average
59,Male,23,36.1061827954142,92.14414141766142,63.54031640184863,56.13443817925554,2.6360792233890398,0,PhD,83.19167919461185,Good
60,Male,20,38.44780243804137,80.20827094306553,62.377988513994325,68.90086690457412,3.8492835822572733,0,PhD,73.78918610747357,Average
61,Male,22,35.17446660429077,98.68506461036682,53.126314787142285,78.38080320278435,2.1124485897019447,0,PhD,68.88784156052824,Average
62,Male,24,33.333062615370736,76.71043917100398,72.94702582984101,89.51452611611387,2.9712685968266808,1,High School,76.68658597663028,Good
63,Male,22,27.93346932236576,99.3644127614599,86.63667373930826,83.57051571409218,3.825601600815723,1,High School,77.04850649385764,Good
64,Male,22,24.280007971319876,86.71679995214508,80.33658623587182,77.19985873299983,3.220726015636314,1,Master,73.4641603251131,Average
65,Male,22,8.044536596899356,85.38685093015766,83.643583429904,77.3798250317329,3.092814148424264,1,PhD,65.96033947266179,Average
66,Female,19,19.295862457474456,66.6381958118314,54.05745892681196,92.02585542176476,2.49948835845871,1,Bachelor,57.54179247307624,Poor
67,Female,19,18.04409809543099,95.27711033218576,97.57453550883936,56.27032536230948,2.6865509781288965,0,Master,64.8900516221495,Average
68,Male,20,14.091382431611418,77.09958751682461,91.92459169215124,40.061165180790304,3.7040968316093856,0,High School,63.84445470606371,Average
69,Female,18,30.319703979100474,66.48933623129918,90.25451592478314,54.95750076690093,3.1184362635369163,1,Bachelor,77.76544842406005,Good
70,Female,22,22.355650727756977,60.50430079903036,91.14919025208837,51.98402587947092,3.02948438751356,1,High School,57.01909895411447,Poor
71,Female,23,7.836617556767678,82.3902273455353,96.63552540663807,76.4009021812699,2.199159427080058,1,Bachelor,66.86132097170776,Average
72,Female,18,12.706412068243397,81.09598488490705,77.21269830568488,74.8541379871041,2.032056312910246,0,Master,65.64113743257914,Average
73,Male,23,28.914056728085857,88.77414489476635,60.0141008933813,72.6403760487598,3.927370377374098,0,Bachelor,81.36680680996459,Good
74,Female,18,7.664580082160507,95.61032212071208,80.83918039262706,40.893389376519956,2.7539723345736835,0,Master,64.93019198759444,Average
75,Male,20,34.7922419917069,63.17626338572118,87.14407468339695,80.08279299478562,3.206426124199009,1,High School,90.3556161599033,Excellent
76,Female,22,22.330128445489102,89.2598596136145,86.89586966770128,57.794172686702034,2.1594301463745698,1,Bachelor,68.72897619690717,Average
77,Female,22,21.82053020643268,67.49647776390329,76.072451208344,76.57807939536471,3.366228571446093,1,PhD,68.90414857577836,Average
78,Female,21,25.734272463083116,94.32708212628656,53.42293596667891,70.61181356761844,3.865133417411922,1,PhD,71.73947548465219,Average
79,Male,23,33.86383380738022,92.76254055446624,68.5556469215064,58.850200898534894,3.1513305059948395,1,High School,79.01538050199939,Good
80,Female,18,17.173322276576755,81.63175019942177,96.03833042316786,47.401694690725925,2.252230644750821,1,Bachelor,72.90079293558908,Average
81,Male,18,28.730565339567224,88.40971194493247,79.2224454878713,45.19303937132645,3.1634430549469537,0,PhD,67.4573322118958,Average
82,Female,19,24.800618739852688,72.57400452734993,76.91659716278568,85.7335083211723,3.5326944262093045,1,Master,69.51379857215537,Average
83,Male,21,14.345989455929747,78.84671595731258,63.44267571910967,90.51186481448569,2.8128330731480373,1,Bachelor,70.65447331266313,Average
84,Female,24,35.752049522430525,92.86547590841886,68.42244599582895,75.73834257203649,3.7596754958829357,0,Bachelor,89.57501797811666,Good
85,Male,24,32.90991075624248,78.37060788692855,94.76730445765847,45.68887631732659,3.297365906714729,1,PhD,76.50963391074612,Good
86,Male,19,28.045814213044892,74.31193061301767,83.3231523763418,62.11149692885324,3.798497836578405,1,Master,79.36195292468405,Good
87,Female,19,34.77036051829847,79.768497890012,89.36935133761665,80.09165600578365,3.2470106224946744,1,Master,85.73111929831457,Good
88,Male,19,35.35529703359308,93.12997009748874,72.71727115338275,82.89014862055375,2.2625759440096482,1,Master,89.93375472835567,Good
89,Female,23,29.792704185026217,73.40832189483491,81.5123609728079,46.50202422600987,2.6193834222103782,1,Bachelor,70.89539096560127,Average
90,Female,23,34.29546649272852,66.95046372542976,62.41918043716038,40.00168953649603,2.403589896504914,1,High School,72.08044062943551,Average
91,Female,20,29.411501158424926,88.48056081323122,85.27304151417431,79.16753752343328,3.8176529954337246,0,Bachelor,95.86269704452377,Excellent
92,Female,20,28.804927011610513,93.03912850832327,71.38006668516687,59.61278967924131,3.5208001345749653,0,Bachelor,79.87390528638302,Good
93,Female,19,26.65139823753145,64.02549914094133,72.12727574073728,53.99647323900432,3.352796737820012,0,PhD,67.14848227090627,Average
94,Female,21,31.345082384517443,69.59496451023779,82.46611622884409,40.7093608384239,2.6019326392632434,0,High School,73.62424681174292,Average
95,Female,18,10.551178685257579,65.67887959043975,96.81403107344633,69.71646737188249,2.3680895441004273,1,Master,58.24719980125641,Poor
96,Female,23,35.83047657196249,73.91765646328666,53.20031733043105,86.813290448429,3.512902175977824,1,PhD,89.73642254571233,Good
97,Female,21,35.51452347108312,78.01403915621651,91.23716186735038,92.66974054499234,2.9483158917581593,0,Bachelor,86.5584407654607,Good
98,Female,22,6.02365490620957,89.95305347853225,64.61915552060965,71.11597228373091,2.451579104301258,1,High School,55.36151265559738,Poor
99,Female,23,33.90358626976669,86.04590339526696,72.1959727253189,68.29537302569418,3.23324395633055,0,Master,75.52733091578587,Good
100,Male,23,9.510445361570582,84.83714269913725,51.09566643875045,44.67810120190826,2.080667704276904,1,Master,55.950738382723024,Poor
101,Male,20,16.729159899069966,74.09499786438617,65.05230389171565,70.18800408484299,2.652340508256507,0,Bachelor,65.57606911624856,Average
102,Female,18,31.02278897020627,93.6579021233904,75.13156213150653,60.8988493430967,2.9371139891822695,1,Master,75.69872020215331,Good
103,Female,18,10.626596361690787,78.85148669592658,52.80880386737195,73.39244044859673,2.295916668218812,0,Master,57.87549418217278,Poor
104,Female,24,33.628845844167174,99.16419752060618,74.55478646915826,61.37994913321007,3.9693089551816794,1,High School,76.51112597398,Good
105,Female,24,34.12469622852097,85.36568553182947,96.35553144292138,53.21645178977017,2.4181947291792287,1,PhD,81.15885730971176,Good
106,Female,24,22.761370681629266,65.05058966258011,55.26966090539026,45.22309013756071,2.260706260086531,1,High School,59.086618539178936,Poor
107,Female,24,5.223505510089176,87.04710248301737,88.22203640377522,57.32051445238926,2.407069747773793,0,PhD,66.47621261916525,Average
108,Female,22,15.046334661121946,73.00416061726796,70.48355266879963,45.31546588582638,3.5381222663194487,0,PhD,55.421033218947514,Poor
109,Female,22,26.592442143150976,87.4530878674439,82.7586857262169,49.72933229531912,2.8510113185436854,0,PhD,66.55450571611304,Average
110,Male,23,39.34151623095982,62.78564592649623,63.01182989926147,94.30348872187503,3.130831879505076,1,Master,75.30037783711495,Good
111,Female,19,27.11347344558339,66.99525748703837,57.97461312706791,64.42569562986402,2.0420183139727213,0,High School,56.76489970919753,Poor
112,Male,20,14.093125337245592,94.22949035623145,58.02313071356132,69.2529471577759,2.068862617146629,1,Master,67.9752281400322,Average
113,Female,20,27.1901996084864,69.0871822809406,53.52459728215723,88.04901908054684,2.891651099654032,1,Bachelor,76.54904181936868,Good
114,Female,24,23.89948829005494,93.4816450097176,59.28233524506215,94.75628952698783,3.6333104864032473,1,High School,78.04929705378348,Good
115,Male,23,32.294588830290024,71.17104353817642,83.21096924944841,72.0492947139575,3.7704777574151302,1,PhD,84.9959596862085,Good
116,Female,21,8.744322358943544,85.71527640234831,94.08453059217541,84.68606015742944,2.1734131351912804,0,Master,65.61020075272361,Average
117,Male,19,31.63597658757098,87.76602294039324,90.70628427955809,57.981756338517144,3.0767262042020453,0,Master,79.72326575446701,Good
118,Female,23,23.94433025366386,80.50619012580212,84.25671549372422,56.81591765960101,3.826459372558541,1,High School,71.35948630551098,Average
119,Female,19,38.70472013506481,72.21242706786926,55.521593170555136,62.14870465470081,2.7759455087957727,1,High School,72.89618001568368,Average
120,Male,19,16.965525811354013,68.50577505484384,64.45937231479749,76.9878994470507,3.659131662856737,0,PhD,55.69946887784026,Poor
121,Female,19,27.141766259688183,61.327574182497045,65.49034376612344,77.52054290903044,2.2673913087988726,0,PhD,67.40412052000353,Average
122,Male,23,37.620983692850615,72.15785604962895,62.49784731988106,57.3381689057198,3.8707889793355976,1,Bachelor,76.83079947914815,Good
123,Female,24,8.587840479673774,86.12651162125132,75.75028298548615,47.32654582751458,3.502846635062605,0,PhD,62.70546694433847,Average
124,Male,20,37.80299705327579,97.53219273793931,76.77769074398363,74.78179410560297,3.882668785573803,1,Master,89.48239268520639,Good
125,Male,20,29.07600028052847,94.84817929052208,67.84429875855551,47.05792242038205,3.353234467105013,1,Bachelor,73.71616080771234,Average
126,Female,24,7.374297068681017,90.6425910614121,67.6894579368218,71.81708795261315,2.7268078639988538,0,Bachelor,54.96287985707911,Poor
127,Female,19,15.533724843138568,91.53789373013194,91.42777989530407,78.138217043097,3.876362345049445,0,Bachelor,74.5927276471447,Average
128,Male,21,29.786023102584856,86.59939613903981,89.46464241598429,78.53363230169484,2.551133552618357,0,High School,83.73135972577639,Good
129,Female,18,7.357271051407009,70.41147430264012,65.38979158403728,81.44096608627783,2.664345044123465,1,PhD,49.35909274885377,Poor
130,Female,23,25.375966106169564,96.28780122823319,95.68942219366296,88.00726818611156,3.4016168360034804,1,Bachelor,84.3843104117472,Good
131,Female,18,17.105906993353486,86.82929247623336,97.6407508501253,67.49774455806336,3.5306325990507723,1,High School,74.18136147308238,Average
132,Male,24,26.7320431218617,82.4176252392176,66.33712710150203,80.16370542412642,3.8588069676983077,1,High School,72.00211338627449,Average
133,Male,21,6.60097118343795,64.43957876853925,67.72124743965274,74.05450044512102,2.409604818112419,1,Bachelor,48.797778155153026,Poor
134,Male,23,35.503788215333174,77.88222175225701,75.28170767109793,50.26519668887254,3.595996070438448,0,Bachelor,78.8375620570418,Good
135,Male,24,39.07211392120889,78.41433084807704,97.05604062668368,41.412930467817446,3.477092106793927,0,Master,77.55644102395699,Good
136,Male,19,38.9107249349992,94.5825443809068,93.81597165711557,55.64977621223136,2.127589112507196,1,Bachelor,87.00793191724887,Good
137,Male,20,31.237814111002365,81.86592880751154,55.12839812917949,64.36685384856906,2.774446282420414,0,Master,67.03489432600595,Average
138,Male,18,9.553018404572118,75.21602195881638,69.63653716357081,73.9408269435761,2.565530914120197,0,Bachelor,62.71529651785034,Average
139,Male,22,31.53921185751579,99.07201314042638,77.6685594874886,86.74776317767629,2.608980848708061,1,Bachelor,95.17987940110424,Excellent
140,Male,22,5.860542076058053,64.42882373305262,75.156623627577,50.79351441883911,3.9658937591094015,1,PhD,48.76391476791237,Poor
141,Female,21,5.774324303514904,76.90193713247778,59.693153396844636,46.90523844441624,3.2855548269598556,1,Bachelor,53.41557033606,Poor
142,Male,19,16.326357670233943,61.68098700685621,92.94083855840773,92.99139711108802,3.435352315586999,1,Bachelor,65.15656354729167,Average
143,Female,18,22.102511664163302,89.59616483067721,83.84703914984186,45.94245076570239,3.9532352746300186,0,Master,77.7245594561795,Good
144,Female,19,31.964259623272763,96.72306208796603,91.89541874259018,66.31700885589541,2.754403564915277,1,Master,77.04031218321055,Good
145,Female,18,28.915338181227682,71.20149318201958,92.93821396747362,72.2060050836316,3.6036803369056116,0,PhD,80.31755512186773,Good
146,Male,21,20.60659472318619,94.33366707196484,87.41779268328699,69.7755931499091,2.8690619266089907,1,Bachelor,69.79597030160033,Average
147,Male,21,14.576933319858306,71.68872921847591,71.96053006248587,44.73176863681188,3.7390673436299595,1,Bachelor,58.26949901611472,Poor
148,Male,22,39.89935750551989,96.4308064657566,80.52733775077122,43.136480270199066,2.3613150826226064,0,Master,77.35632066708315,Good
149,Male,19,19.916345578259055,90.15847614387135,58.01827030598716,45.801588510356964,3.8953723541285594,1,High School,69.80095379721327,Average
150,Female,23,20.79854585153864,92.19627107365754,83.68227087374538,72.20732261299369,2.437543416821759,0,High School,68.12448649362295,Average
151,Male,22,10.726833741708422,60.72026222401818,58.96266278696404,69.93896881988766,2.6524410139618633,1,High School,54.89949257422562,Poor
152,Male,19,32.81833420624753,98.51241428296103,84.69747952550784,52.85574356202093,3.512384468213561,1,Master,81.17018269405284,Good
153,Male,22,29.278877902352104,89.06683968281293,61.479908037698436,75.07757780150754,2.787510283130813,1,Master,74.17990047406585,Average
154,Male,23,12.726936447606613,72.19004381544534,55.877565007510995,85.10371261306071,3.2164227535328935,1,High School,60.313619603860474,Average
155,Male,20,7.883336596554495,93.17578659435388,58.26422450714787,42.286842791562655,2.889147002138857,0,High School,50.616064563221215,Poor
156,Female,20,28.81747557261496,71.2608479365972,50.09960676095351,67.39714689514233,3.4847398741795637,1,Bachelor,69.32149730322591,Average
157,Male,20,27.907892499839733,94.91015358264511,85.9369808926765,77.91207266564797,2.4566625047372215,1,Master,87.32599393253868,Good
158,Female,20,14.564083444937326,64.50321561647748,86.62005245291896,53.87715598883279,2.116915974473754,0,Master,53.85626638375189,Poor
159,Male,24,38.28022467876436,88.14743909843183,75.74666749566298,56.9273997911232,2.5998587949461323,1,High School,86.79416945521686,Good
160,Female,18,10.287026212331508,81.62793906579641,58.06814005276918,73.75008466441611,2.9486173297368605,1,High School,65.66042662769506,Average
161,Male,24,20.131718036491066,63.86137880781763,54.177716875534486,89.38644113940552,2.336040104385357,0,PhD,57.0669680911636,Poor
162,Male,24,38.02655720586596,69.67575313035356,50.95644832186435,84.54584311665946,2.7095945793127774,1,Master,68.31073574168884,Average
163,Female,24,19.69045609241428,60.49616145109259,58.28740884826104,72.07216205047709,2.7999660365871373,0,PhD,60.869908101634294,Average
164,Female,20,27.348408168242994,78.75071861858024,94.54277674915733,80.16219447664871,2.114783687376547,1,Bachelor,73.68179190676308,Average
165,Female,23,18.915803928697798,72.05061043040001,62.07684208508409,60.06523586142893,3.166614496368409,0,PhD,70.88421168709054,Average
166,Male,21,14.59753208220345,83.93429937191036,67.71356636086078,75.25310404543168,3.7686868559425752,1,High School,66.35815762597268,Average
167,Female,21,39.43921767859399,71.88951230834469,55.26727422406666,65.63998751201564,2.3034858259061046,1,Master,70.1989618322367,Average
168,Male,18,19.326690221026507,71.9967644602794,61.118065237408516,50.44648750516585,3.195616026803028,1,Master,54.538037466045324,Poor
169,Male,20,36.29347212876971,89.72772794926414,75.96122853901025,78.59560506324914,3.3294784098216925,1,PhD,90.40684337119113,Excellent
170,Female,20,13.048411206188016,61.925713439134135,80.38763415478263,70.6055550541852,2.8386693608385767,1,PhD,56.17685038518436,Poor
171,Female,20,12.458664640877917,96.11579980767948,62.26761570831055,59.724187007447526,3.40219517472854,1,Bachelor,63.50973155948104,Average
172,Male,22,6.089692900957898,94.09055497564725,52.88660796125586,90.12365545432469,2.821463086982024,0,Bachelor,64.01844977304758,Average
173,Male,19,27.808338888155976,86.71218732905626,69.55164345636993,41.15137648047033,3.00927457595487,1,High School,67.7192308419586,Average
174,Female,22,17.898422030331638,83.72886280429537,61.71016854631671,57.36752331872228,2.014706089108854,1,High School,60.11031550996558,Average
175,Female,19,35.252538744387294,95.69209992558609,60.9776961614901,43.12847687777056,3.383440228269378,1,High School,77.40299832521144,Good
176,Female,20,21.5623467342045,67.41320718114858,97.99314013567276,82.15900239218949,3.3226853578894486,1,PhD,76.67087618420759,Good
177,Male,20,38.88676997701526,63.158766487633144,80.8150242962862,78.61590997625859,2.0768017546526893,1,PhD,81.05588652454912,Good
178,Male,22,11.49339304960924,69.58040679638152,77.8439221586048,58.224372030497435,2.736500214790266,1,Master,56.05826860329941,Poor
179,Male,22,35.401810878446376,91.78313114800761,70.78875517616609,77.16145962138901,3.9580636815833348,1,High School,85.44251543571917,Good
180,Male,19,32.18088984771096,61.38681066905933,71.44721667150722,61.77654744077724,2.8414731251372336,0,PhD,68.28308325869172,Average
181,Male,21,31.982264562541822,83.31227340333959,77.04525019190405,81.59395852823388,3.0038908102636834,1,Master,72.58457558141913,Average
182,Male,19,34.567412984091064,99.8175006476524,84.82149035180535,64.98010145051883,3.819860316319437,1,High School,88.42890326570952,Good
183,Female,22,31.63583968300496,94.22784375350157,85.10730480909147,62.67538503074161,3.434523751731513,1,Bachelor,91.75387760055277,Excellent
184,Male,23,26.917711257099537,80.85782756174358,58.58469538527248,91.41014535185656,3.164140262248447,1,Bachelor,69.32295616525933,Average
185,Male,22,9.593570718883566,62.54563637146569,75.00563760383135,53.798350493988515,3.5956093626821453,0,PhD,51.0263420855855,Poor
186,Male,23,6.138416282193817,93.25494057542839,70.5979047517051,46.6246036998111,3.7287325329119465,1,Master,53.99901133487631,Poor
187,Female,18,37.22967467354904,83.95914032708842,93.52634831346921,72.14987122927019,2.913776143474534,1,Bachelor,89.34719068632022,Good
188,Male,22,26.58276100822583,64.59731988238268,81.57094606091883,93.31269967562983,2.950216729863671,0,Master,76.01546398593467,Good
189,Male,18,32.87880518416617,63.75429139293425,76.62520332079909,60.781156754995266,2.7721018713036716,1,Master,71.17745712994419,Average
190,Female,21,21.853282302939252,96.3850727774637,55.76973210894587,43.41202199958298,3.9334122800369213,0,Bachelor,63.39541503519445,Average
191,Male,19,9.105786613683808,86.76801051752314,80.28189446617057,58.66178970202621,3.3943325085807006,1,Master,62.32470516783306,Average
192,Male,23,9.381502727089266,93.17147197267022,55.860195284011674,67.82624098757572,2.1664461324161444,0,Bachelor,49.26797493778454,Poor
193,Male,19,28.994785053014,95.15915601129069,66.8603287782876,48.90576536477175,3.725919246626037,1,PhD,76.27573930380902,Good
194,Male,18,20.060706321481195,82.87089408193289,57.14209824071659,76.19562199310707,2.961119881672536,1,High School,70.3814378433245,Average
195,Male,23,12.018365434511786,80.69785407020166,84.60368235121845,94.87621639556103,2.1375078128449747,1,High School,59.428180371956145,Poor
196,Female,19,22.20580913595029,77.21709641283961,60.31260569180763,64.84567117897942,3.0994345103266223,1,PhD,57.83399766204929,Poor
197,Female,22,7.247312797629693,72.67786351164477,69.5929686594013,59.5100706201617,2.8343285579514044,1,Bachelor,61.43306565439079,Average
198,Female,20,25.36899906700396,77.38383843434846,94.78373888093893,62.03872917589567,3.7554988097252497,0,Bachelor,72.96521488820241,Average
199,Male,18,14.414769155228418,90.95518622920625,60.21581916994852,46.333039811736064,2.4079892072187747,0,Bachelor,64.24270547723903,Average
200,Male,19,32.914568522301586,84.07693724060526,75.39025319793896,88.5800480784423,3.652929218984366,1,Bachelor,82.4325532747034,Good
201,Male,18,15.862668562325082,95.70093159819385,70.9635830583011,62.81541105367436,3.1153773823709052,0,PhD,66.41593196222428,Average
202,Female,24,20.93270521786304,77.73520057516751,50.90620205228649,61.30009262836627,2.109220606426938,1,High School,61.97469837545197,Average
203,Male,18,5.406718896783522,84.28358314875015,89.63790567864064,76.28296501117609,3.9436906026509693,1,Master,59.93519307007495,Poor
204,Male,23,7.535641072809561,85.25230212367956,53.452295315729984,64.31183815121179,3.0252304882064,1,Master,55.52760305934905,Poor
205,Female,24,18.73727447423397,83.66788649225302,73.71275104884768,75.65284078443153,2.581753708463165,1,High School,65.60734100321044,Average
206,Male,23,21.797859215099322,88.10535092342064,78.03391474694749,43.379545957193315,2.938813683978516,0,PhD,61.23301397806927,Average
207,Female,20,26.00071918417563,69.49733873499225,81.42132283072935,84.7547839047225,3.715715567034978,1,Master,76.84905551495346,Good
208,Female,24,15.208190254825613,80.49455110183163,84.43158146539378,91.72771740836714,2.609806248770127,1,High School,67.38323095844669,Average
209,Female,22,29.32436601442899,64.16899211233391,62.663619176135754,75.68209623876623,2.385352792973401,1,PhD,67.09881865015727,Average
210,Male,18,35.10428390162216,75.3804531057925,50.49893883292247,92.50112608723458,2.258142493861763,1,Master,68.74283439991804,Average
211,Male,19,32.29478461126725,79.50668274485058,86.17218311774559,48.32877729034798,2.5957187967804227,0,Bachelor,83.02781119252947,Good
212,Male,21,6.3866588871925,86.0889703818189,76.78282996737893,66.25789042141946,3.560096174080087,1,Bachelor,64.8912976846686,Average
213,Male,18,21.81774315402401,98.02124210344815,91.80588516036244,73.09937036699961,2.9432527303905234,1,PhD,82.37361172533868,Good
214,Male,18,8.67255624463612,84.02604266193424,91.06941814503472,71.99551560816526,2.45496320738708,1,Bachelor,61.134323325451675,Average
